"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US13251970600","Census Tract 9706, Screven County, Georgia","1783","220"
"1400000US13241970302","Census Tract 9703.02, Rabun County, Georgia","1864","243"
"1400000US13135050424","Census Tract 504.24, Gwinnett County, Georgia","8100","615"
"1400000US13215010701","Census Tract 107.01, Muscogee County, Georgia","5670","808"
"1400000US13247060406","Census Tract 604.06, Rockdale County, Georgia","5659","497"
"1400000US13013180106","Census Tract 1801.06, Barrow County, Georgia","2689","264"
"1400000US13153021107","Census Tract 211.07, Houston County, Georgia","8395","770"
"1400000US13019970100","Census Tract 9701, Berrien County, Georgia","1893","225"
"1400000US13161960100","Census Tract 9601, Jeff Davis County, Georgia","7165","590"
"1400000US13135050306","Census Tract 503.06, Gwinnett County, Georgia","3492","520"
"1400000US13139001004","Census Tract 10.04, Hall County, Georgia","3080","351"
"1400000US13035150100","Census Tract 1501, Butts County, Georgia","8252","494"
"1400000US13089021414","Census Tract 214.14, DeKalb County, Georgia","4087","369"
"1400000US13033950200","Census Tract 9502, Burke County, Georgia","2615","360"
"1400000US13015960200","Census Tract 9602, Bartow County, Georgia","11388","943"
"1400000US13179010206","Census Tract 102.06, Liberty County, Georgia","5235","498"
"1400000US13099090200","Census Tract 902, Early County, Georgia","2463","330"
"1400000US13089980000","Census Tract 9800, DeKalb County, Georgia","0","13"
"1400000US13151070311","Census Tract 703.11, Henry County, Georgia","12151","1166"
"1400000US13089023602","Census Tract 236.02, DeKalb County, Georgia","2309","281"
"1400000US13121010211","Census Tract 102.11, Fulton County, Georgia","2691","315"
"1400000US13067030101","Census Tract 301.01, Cobb County, Georgia","7825","403"
"1400000US13089023426","Census Tract 234.26, DeKalb County, Georgia","4696","437"
"1400000US13097080509","Census Tract 805.09, Douglas County, Georgia","6325","444"
"1400000US13135050423","Census Tract 504.23, Gwinnett County, Georgia","7746","769"
"1400000US13077170801","Census Tract 1708.01, Coweta County, Georgia","5253","417"
"1400000US13275960900","Census Tract 9609, Thomas County, Georgia","3464","293"
"1400000US13137000300","Census Tract 3, Habersham County, Georgia","4155","415"
"1400000US13089023101","Census Tract 231.01, DeKalb County, Georgia","4698","401"
"1400000US13031110800","Census Tract 1108, Bulloch County, Georgia","2559","377"
"1400000US13185010302","Census Tract 103.02, Lowndes County, Georgia","2758","286"
"1400000US13023790200","Census Tract 7902, Bleckley County, Georgia","2499","359"
"1400000US13151070304","Census Tract 703.04, Henry County, Georgia","12206","1009"
"1400000US13095000700","Census Tract 7, Dougherty County, Georgia","1672","165"
"1400000US13103030301","Census Tract 303.01, Effingham County, Georgia","5595","460"
"1400000US13219030600","Census Tract 306, Oconee County, Georgia","3210","362"
